5.12268,7.03415,-3.21228,-3.92014,-1.90094,-7.38739
5.12268,7.03598,-3.21106,-3.92014,-1.89911,-7.38602
5.12207,7.03659,-3.21228,-3.91953,-1.90094,-7.3848
5.12268,7.03659,-3.21228,-3.91693,-1.8985,-7.38541
5.11902,7.03659,-3.20923,-3.91754,-1.89972,-7.38419
5.12207,7.0372,-3.20862,-3.91953,-1.89972,-7.3848
5.12207,7.03659,-3.20984,-3.92136,-1.8985,-7.38419
5.12146,7.03781,-3.21106,-3.92075,-1.89911,-7.38541
5.12207,7.03598,-3.21167,-3.92075,-1.89789,-7.3848
5.12207,7.03598,-3.21167,-3.92075,-1.89789,-7.3848
5.12268,7.03598,-3.20984,-3.91815,-1.89911,-7.38541
5.12146,7.03598,-3.21106,-3.91876,-1.90094,-7.38541
5.12466,7.03537,-3.20984,-3.92075,-1.89972,-7.38541
5.12146,7.03476,-3.21045,-3.92014,-1.90155,-7.38541
5.12207,7.03415,-3.20923,-3.92014,-1.90033,-7.3848
5.12207,7.03842,-3.21167,-3.92014,-1.89972,-7.3848
5.12207,7.03598,-3.21045,-3.91953,-1.90155,-7.38663
5.12329,7.03659,-3.21045,-3.92136,-1.89911,-7.38541
5.12146,7.03659,-3.21045,-3.91815,-1.90155,-7.38419
5.12207,7.03781,-3.21106,-3.91953,-1.89972,-7.3848
5.12207,7.03781,-3.21289,-3.92014,-1.90033,-7.38541
5.12024,7.0372,-3.21228,-3.91876,-1.90033,-7.38419
5.12146,7.0372,-3.21106,-3.91754,-1.89728,-7.38602
5.12268,7.03598,-3.21045,-3.91754,-1.90033,-7.38663
5.12268,7.03598,-3.21045,-3.91754,-1.90033,-7.38663
5.12268,7.03781,-3.21228,-3.92075,-1.90094,-7.38663
5.12146,7.0372,-3.21167,-3.92136,-1.90033,-7.38541
5.12146,7.0372,-3.21167,-3.92136,-1.90033,-7.38541
5.12024,7.03476,-3.21289,-3.92014,-1.89911,-7.38602
5.12146,7.03476,-3.21045,-3.91953,-1.89789,-7.3848
5.12207,7.03537,-3.21167,-3.91876,-1.89911,-7.38541
5.12268,7.03659,-3.21228,-3.91876,-1.90033,-7.38541
5.12268,7.03598,-3.21106,-3.91953,-1.90033,-7.38541
5.12268,7.03598,-3.21106,-3.91953,-1.90033,-7.38541
5.1239,7.03598,-3.21045,-3.92075,-1.8985,-7.38419
5.1239,7.0372,-3.21228,-3.91876,-1.89911,-7.3848
5.12268,7.03781,-3.20984,-3.92136,-1.90094,-7.38419
5.12024,7.03659,-3.20984,-3.91815,-1.89972,-7.3848
5.12024,7.03659,-3.20984,-3.91815,-1.89972,-7.3848
5.12329,7.03598,-3.21106,-3.91876,-1.89728,-7.38602
5.12329,7.03598,-3.21228,-3.92136,-1.89728,-7.3848
5.12085,7.03476,-3.21228,-3.91876,-1.89789,-7.38419
5.12268,7.03537,-3.21045,-3.91876,-1.89972,-7.38541
5.12207,7.03415,-3.21106,-3.92014,-1.8985,-7.38663
5.1239,7.03598,-3.20984,-3.92197,-1.89972,-7.38663
5.12146,7.03537,-3.21365,-3.91876,-1.90155,-7.3848
5.12146,7.03659,-3.21167,-3.91876,-1.90094,-7.3848
5.12207,7.03842,-3.21106,-3.91876,-1.90094,-7.38541
5.12085,7.03476,-3.21167,-3.91876,-1.89972,-7.38541
5.12207,7.03781,-3.21106,-3.91876,-1.90155,-7.38358
5.12207,7.03842,-3.21167,-3.92014,-1.90216,-7.38358
5.12268,7.03476,-3.21167,-3.91953,-1.89972,-7.38602
5.1239,7.03354,-3.21289,-3.91953,-1.89972,-7.38358
5.12085,7.03659,-3.20984,-3.91876,-1.90033,-7.38663
5.12146,7.03598,-3.21167,-3.92014,-1.89972,-7.3848
5.12207,7.03537,-3.21167,-3.91754,-1.89972,-7.3848
5.12207,7.03659,-3.21106,-3.91876,-1.89972,-7.38541
5.12146,7.0372,-3.21289,-3.91876,-1.89972,-7.38358
5.12146,7.03476,-3.21365,-3.91876,-1.89911,-7.38739
5.12146,7.03354,-3.21365,-3.92014,-1.8985,-7.38419
5.12146,7.03354,-3.21365,-3.92014,-1.8985,-7.38419
5.12207,7.03964,-3.21228,-3.92136,-1.8985,-7.3848
5.12146,7.03781,-3.21106,-3.91876,-1.89911,-7.3848
5.12268,7.03415,-3.21106,-3.92014,-1.90033,-7.38663
5.12085,7.03659,-3.21289,-3.91815,-1.90094,-7.38541
5.12329,7.03537,-3.21167,-3.92014,-1.89911,-7.38541
5.12085,7.03537,-3.21228,-3.91953,-1.90033,-7.38663
5.12207,7.03598,-3.21228,-3.91953,-1.90155,-7.38541
5.12207,7.03781,-3.21045,-3.91815,-1.89972,-7.38541
5.12085,7.03293,-3.21167,-3.91876,-1.8985,-7.38541
5.12268,7.03415,-3.21045,-3.91876,-1.89972,-7.38602
5.12268,7.0372,-3.21167,-3.92014,-1.89911,-7.3848
5.12268,7.03537,-3.21106,-3.91754,-1.89972,-7.3848
5.12146,7.0372,-3.21106,-3.91953,-1.89972,-7.38541
5.12207,7.03598,-3.21167,-3.91876,-1.89972,-7.3848
5.12329,7.03476,-3.21228,-3.91953,-1.89972,-7.38663
5.12268,7.03659,-3.21167,-3.92136,-1.90033,-7.38541
5.12329,7.0372,-3.21228,-3.92014,-1.90216,-7.3848
5.12268,7.03537,-3.21167,-3.91876,-1.90155,-7.38663
5.12207,7.03598,-3.21106,-3.91754,-1.89911,-7.38419
5.12268,7.0372,-3.21167,-3.92075,-1.90094,-7.38541
5.12146,7.03842,-3.21365,-3.92014,-1.90216,-7.38663
5.12207,7.03659,-3.21289,-3.91876,-1.89972,-7.3848
5.12085,7.03537,-3.21167,-3.91953,-1.8985,-7.38541
5.12207,7.03354,-3.21045,-3.91953,-1.89911,-7.38541
5.12268,7.03598,-3.21167,-3.92014,-1.8985,-7.38739
5.12268,7.03598,-3.21167,-3.92014,-1.8985,-7.38739
